eall,r,t,dr,Value
CO2,p71,2024,2.0,3865192.915908882
CO2,p71,2024,1.5,6615426.336844048
CO2,p71,2025,2.5,2326977.7017152463
CO2,p71,2025,2.0,3813365.4191758903
CO2,p71,2025,1.5,6507425.327267342
CO2,p71,2026,2.5,2322611.889892141
CO2,p71,2026,2.0,3791498.173893897
CO2,p71,2026,1.5,6500301.708956159
CO2,p71,2027,2.5,2317074.762701861
CO2,p71,2027,2.0,3786311.445885834
CO2,p71,2027,1.5,6491967.426449232
CO2,p71,2028,2.5,2239304.9248452415
CO2,p71,2028,2.0,3663515.8307263814
CO2,p71,2028,1.5,6282912.265494974
CO2,p71,2029,2.5,2216122.0874060644
CO2,p71,2029,2.0,3640000.781430415
CO2,p71,2029,1.5,6272595.496586115
CO2,p71,2030,2.5,2208071.8255421096
CO2,p71,2030,2.0,3631789.7784530423
CO2,p71,2030,1.5,6244948.5887712445
CO2,p71,2031,2.5,1936692.5726218426
CO2,p71,2031,2.0,3190252.5543753086
CO2,p71,2031,1.5,5489056.683128988
CO2,p71,2032,2.5,1928016.4983791371
CO2,p71,2032,2.0,3167797.2824993627
CO2,p71,2032,1.5,5477448.385155372
CO2,p71,2033,2.5,1918611.5398504585
CO2,p71,2033,2.0,3158100.2113111047
CO2,p71,2033,1.5,5451287.682958263
CO2,p71,2034,2.5,1897008.2748920454
CO2,p71,2034,2.0,3148767.16363092
CO2,p71,2034,1.5,5440274.39052661
CO2,p71,2035,2.5,1886560.5503253702
CO2,p71,2035,2.0,3124826.9571047146
CO2,p71,2035,1.5,5426375.952119833
CO2,p71,2036,2.5,1875493.9709934215
CO2,p71,2036,2.0,3112968.0312713003
CO2,p71,2036,1.5,5398596.764883056
CO2,p71,2037,2.5,1836333.723928594
CO2,p71,2037,2.0,3054609.8262119056
CO2,p71,2037,1.5,5303902.327068159
CO2,p71,2038,2.5,1824317.2629153791
CO2,p71,2038,2.0,3029809.8383459086
CO2,p71,2038,1.5,5288175.643578372
CO2,p71,2039,2.5,1811794.5651854211
CO2,p71,2039,2.0,3016276.7336095613
CO2,p71,2039,1.5,5259409.390340126
CO2,p71,2040,2.5,1641730.2514163859
CO2,p71,2040,2.0,2739971.573312413
CO2,p71,2040,1.5,4784737.737892777
CO2,p71,2041,2.5,1629462.9874483796
CO2,p71,2041,2.0,2726490.0358656966
CO2,p71,2041,1.5,4768714.419945028
CO2,p71,2042,2.5,1616817.487545787
CO2,p71,2042,2.0,2712483.7561068903
CO2,p71,2042,1.5,4752119.71617426
CO2,p71,2043,2.5,1452131.255970739
CO2,p71,2043,2.0,2442805.3789501544
CO2,p71,2043,1.5,4287143.13740727
CO2,p71,2044,2.5,1447849.97915067
CO2,p71,2044,2.0,2429242.821852884
CO2,p71,2044,1.5,4271138.207096863
CO2,p71,2045,2.5,1435319.4128480286
CO2,p71,2045,2.0,2415272.950432265
CO2,p71,2045,1.5,4254670.021596604
CO2,p71,2046,2.5,4893904.119458601
CO2,p71,2046,2.0,8259779.935589569
CO2,p71,2046,1.5,14610608.793831572
CO2,p71,2047,2.5,4849142.801292821
CO2,p71,2047,2.0,8236961.326509372
CO2,p71,2047,1.5,14550475.138548067
CO2,p71,2048,2.5,4827914.533870027
CO2,p71,2048,2.0,8184580.014417103
CO2,p71,2048,1.5,14488927.891888663
CO2,p71,2049,2.5,4635582.9360708585
CO2,p71,2049,2.0,7883497.067922995
CO2,p71,2049,1.5,13986754.229801625
