eall,r,t,dr,Value
CH4,p114,2029,1.5,1140268544.6792197
CH4,p114,2032,2.5,3545683841.5886397
CH4,p114,2032,2.0,4440710830.72752
CH4,p114,2032,1.5,5852099544.3696
CH4,p114,2035,2.5,3758999060.4477997
CH4,p114,2035,2.0,4657890140.1201
CH4,p114,2035,1.5,6047085445.0682
CH4,p114,2038,2.5,3516406963.61092
CH4,p114,2038,2.0,4319366034.0417595
CH4,p114,2038,1.5,5537648761.592
CH4,p114,2041,2.5,3197519922.76128
CH4,p114,2041,2.0,3899134006.5326405
CH4,p114,2041,1.5,4957306067.30256
CH4,p114,2044,2.5,3383541362.66112
CH4,p114,2044,2.0,4100583240.84096
CH4,p114,2044,1.5,5198553616.80384
CH4,p114,2047,2.5,3558037718.5755997
CH4,p114,2047,2.0,4289290869.3257995
CH4,p114,2047,1.5,5424370386.908199
CH4,p114,2050,2.5,3883336565.3599997
CH4,p114,2050,2.0,4660003878.432
CH4,p114,2050,1.5,5880481084.688
CH4,p115,2020,2.5,3418478544.4705997
CH4,p115,2020,2.0,4207358208.5792
CH4,p115,2020,1.5,6048077424.8326
CH4,p115,2023,2.5,2853614215.24592
CH4,p115,2023,2.0,3547736591.92736
CH4,p115,2023,1.5,4955262522.42028
CH4,p115,2026,2.5,2997269640.6790605
CH4,p115,2026,2.0,3755614971.4532804
CH4,p115,2026,1.5,5127858903.3304405
CH4,p115,2029,2.5,3364268965.9243197
CH4,p115,2029,2.0,4241904348.3393598
CH4,p115,2029,1.5,5686345915.23078
CH4,p115,2032,2.5,3077837595.90246
CH4,p115,2032,2.0,3854767474.4797797
CH4,p115,2032,1.5,5079926129.1594
CH4,p115,2035,2.5,7810999714.457899
CH4,p115,2035,2.0,9678847472.26305
CH4,p115,2035,1.5,12565521279.7801
CH4,p115,2038,2.5,7927144747.593959
CH4,p115,2038,2.0,9737280162.398878
CH4,p115,2038,1.5,12483692515.895998
CH4,p115,2041,2.5,8994892519.79466
CH4,p115,2041,2.0,10968591957.59133
CH4,p115,2041,1.5,13945318978.53057
CH4,p115,2044,2.5,9538582372.589018
CH4,p115,2044,2.0,11560003802.541658
CH4,p115,2044,1.5,14655305367.156637
CH4,p115,2047,2.5,12036626412.242718
CH4,p115,2047,2.0,14510411595.126959
CH4,p115,2047,1.5,18350316953.63384
CH4,p115,2050,2.5,13159842694.9885
CH4,p115,2050,2.0,15791811233.9862
CH4,p115,2050,1.5,19927761795.268303
CH4,p116,2020,2.5,2760963620.3786
CH4,p116,2020,2.0,3398109071.2352
CH4,p116,2020,1.5,4884781789.9006
CH4,p116,2023,2.5,2989822686.07176
CH4,p116,2023,2.0,3717076852.95408
CH4,p116,2023,1.5,5191786691.354341
CH4,p116,2026,2.5,3168726993.9028397
CH4,p116,2026,2.0,3970453100.7939196
CH4,p116,2026,1.5,5421195579.93016
CH4,p116,2029,2.5,5757675711.9582405
CH4,p116,2029,2.0,7259678071.599521
CH4,p116,2029,1.5,9731723621.84246
CH4,p116,2032,2.5,6111094181.06392
